Designator,Footprint,Comment,Manufacturer Part Number,Manufacturer,Quantity,LCSC
H1 H2 H3 H4 H5 H6,HDR-TH_10P-P2.54-V-M-R2-C5-S2.54_2,,PZ2.54-2X5P-H25,JXTCONN(聚兴泰),6,C42431818
